id,'baby-needs','bread-and-cake','baking-needs','coupons','juice-sat-cord-ms','tea','biscuits','canned-fish-meat','canned-fruit','canned-vegetables','breakfast-food','cigs-tobacco-pkts','cigarette-cartons','cleaners-polishers','coffee','sauces-gravy-pkle','confectionary','puddings-deserts','dishcloths-scour','deod-disinfectant','frozen-foods','razor-blades','fuels-garden-aids','spices','jams-spreads','insecticides','pet-foods','laundry-needs','party-snack-foods','tissues-paper-prd','wrapping','dried-vegetables','pkt-canned-soup','soft-drinks','health-food-other','beverages-hot','health&beauty-misc','deodorants-soap','mens-toiletries','medicines','haircare','dental-needs','lotions-creams','sanitary-pads','cough-cold-pain','meat-misc','cheese','chickens','milk-cream','cold-meats','deli-gourmet','margarine','salads','small-goods','dairy-foods','fruit-drinks','delicatessen-misc','beef','hogget','lamb','pet-food','pork','poultry','veal','gourmet-meat','produce-misc','fruit','plants','potatoes','vegetables','flowers','variety-misc','brushware','electrical','haberdashery','kitchen','manchester','pantyhose','plasticware','stationary','prepared-meals','preserving-needs','condiments','cooking-oils','health-food-bulk','bake-off-products','small-goods2','offal','mutton','trim-pork','trim-lamb','imported-cheese','casks-white-wine','casks-red-wine','750ml-white-nz','750ml-red-nz','750ml-white-imp','750ml-red-imp','sparkling-nz','sparkling-imp','brew-kits/accesry','port-and-sherry','ctrled-label-wine'
61,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
62,f,f,t,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f
63,f,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
64,f,t,t,f,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,t,t,f,f,f,f,f,t,t,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
65,f,t,t,f,f,t,t,f,f,f,f,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
66,f,t,t,f,t,f,f,f,t,t,t,f,f,f,t,t,f,f,t,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
67,t,t,t,f,t,f,t,f,f,f,t,f,f,f,t,t,t,t,f,f,t,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,f,f,t,f,t,t,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,f,f,t,t,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f
68,t,t,t,f,t,f,t,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,t,t,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
69,f,t,t,f,t,t,t,t,t,f,t,f,f,t,t,t,t,f,f,f,f,f,f,f,f,f,t,t,t,t,t,f,f,t,f,t,f,t,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
70,f,t,t,f,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,t,t,t,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
71,f,t,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,t,f,t,f,f,t,f,t,t,f,f,t,f,t,t,t,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
72,f,t,t,f,f,f,t,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
73,f,t,f,f,t,f,t,f,f,t,t,f,f,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,t,f,f,t,f,t,f,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f
74,f,t,t,f,f,f,t,t,t,t,f,f,f,f,t,t,t,f,f,f,t,f,f,f,f,f,t,t,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
75,f,t,t,f,t,f,t,f,f,t,t,f,f,t,f,t,t,t,t,f,t,f,t,t,t,f,f,t,t,t,f,f,t,t,f,f,f,t,t,f,t,f,t,f,f,f,t,f,t,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f
76,f,t,f,f,f,f,t,t,f,t,f,f,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
77,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f
78,f,f,f,f,t,f,f,t,f,t,f,f,f,t,t,t,f,f,f,f,f,f,f,f,f,f,f,t,t,t,f,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f
79,f,t,t,f,t,f,t,f,f,t,t,f,f,t,t,t,t,f,f,f,t,f,f,f,f,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
80,f,t,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
81,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,t,f,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
82,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
83,f,t,t,f,f,f,t,f,t,f,f,f,f,f,t,t,t,t,f,t,t,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
84,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
85,t,t,t,f,t,f,t,f,f,t,f,t,f,f,t,t,t,t,f,f,t,f,f,f,t,f,f,t,t,t,f,f,f,t,f,f,f,f,f,t,f,f,f,t,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
86,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,t,f,f,f,t,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
87,f,t,f,f,t,f,t,t,t,t,t,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
88,t,f,t,f,t,f,t,t,t,t,t,f,f,t,f,t,t,t,f,f,t,f,f,f,t,t,f,t,t,t,t,f,f,t,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
89,f,t,t,f,f,t,t,t,t,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
90,f,f,f,f,t,t,t,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
91,f,t,t,f,t,f,t,f,t,t,t,f,f,t,t,t,f,t,t,f,t,f,f,f,f,f,t,t,f,t,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,t,t,f,t,f,t,f,f,f,t,f,f,t,f,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
92,f,t,t,f,f,f,f,t,f,f,f,t,f,t,t,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,f,t,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
93,f,t,t,f,t,f,t,t,f,f,t,t,f,f,t,t,t,f,f,f,t,t,f,f,t,t,t,t,t,t,t,f,f,t,f,t,f,t,f,f,t,f,f,t,f,f,t,f,t,f,f,t,f,f,t,f,f,t,f,t,f,t,t,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
94,t,t,t,f,t,f,t,f,f,f,t,f,f,f,t,t,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
95,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
96,f,t,t,f,t,f,t,f,t,t,t,f,f,t,f,t,f,f,f,t,t,f,f,f,t,f,t,f,t,t,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,t,t,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
97,f,t,f,f,f,t,t,f,t,t,f,f,f,t,t,f,t,f,f,f,t,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
98,f,t,t,f,t,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
99,f,f,t,f,f,f,t,t,t,t,f,t,f,f,f,t,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
100,f,t,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
101,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,t,f,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
102,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,t,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f
103,f,t,t,f,f,f,t,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,t,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
104,f,t,t,f,t,f,t,f,f,f,t,f,f,t,t,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
105,f,t,t,f,t,f,f,f,f,f,f,f,f,t,f,t,f,t,f,f,t,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
106,f,t,t,f,t,f,t,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
107,f,t,t,f,t,f,t,f,t,t,t,t,f,f,t,t,f,f,f,f,t,f,f,t,f,f,f,t,t,t,t,f,f,f,t,f,f,t,f,f,t,t,f,f,f,f,t,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,t,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
108,f,t,t,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
109,t,t,t,f,t,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,t,t,t,t,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
110,f,t,t,f,t,f,t,t,t,t,t,t,f,t,t,t,f,t,f,f,t,f,f,f,f,f,f,t,t,t,t,f,f,t,f,f,f,t,f,f,f,t,f,f,t,f,t,f,t,f,f,t,f,t,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,t,f,t,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f
111,f,t,f,f,f,t,t,f,f,f,f,f,f,t,f,f,t,f,f,t,t,f,f,t,f,f,t,t,f,f,f,f,f,t,t,f,f,f,f,f,f,t,f,f,f,f,t,f,t,f,f,t,f,f,t,f,f,t,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f
112,f,t,f,f,t,t,t,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
113,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
114,f,t,t,f,f,f,f,f,f,t,t,f,f,t,f,t,f,f,f,f,f,f,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
115,f,t,t,f,f,f,t,f,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f
116,f,t,t,f,t,f,t,t,f,t,t,f,f,f,f,t,t,t,f,f,t,f,f,f,t,f,f,f,t,t,t,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,t,f,f,f,t,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
117,f,f,f,f,t,f,t,f,f,f,f,f,f,f,t,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f
118,t,t,t,f,f,f,t,f,f,f,t,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,t,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,t,f,f,t,f,t,t,f,f,f,f,f,t,f,t,f,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,t,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
119,t,t,f,f,f,f,t,f,f,f,f,f,f,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,t,f,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
120,f,f,f,f,t,f,t,f,f,t,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,t,t,t,t,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
121,f,f,f,f,f,t,f,t,f,t,t,f,f,f,f,f,f,f,f,f,t,t,f,f,f,f,f,f,t,t,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
122,f,t,t,f,f,f,t,f,f,t,t,f,f,t,f,t,f,f,t,f,t,f,f,t,f,f,f,t,f,t,t,f,f,f,f,f,f,t,f,f,t,f,f,f,t,f,t,f,t,t,f,t,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
123,f,t,t,f,t,f,t,f,f,f,f,f,f,f,f,t,t,f,f,f,t,f,f,f,f,t,t,f,t,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,t,t,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
124,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,t,f,t,f,f,f,t,t,t,f,t,t,f,f,f,f,f,f,t,f,f,t,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,t,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f
