Id,itemDescription,InvoiceNum,Quantity
1207,other vegetables,464,1
1208,butter,464,1
1209,pastry,464,1
1210,UHT/milk,464,1
1211,frankfurter,465,1
1212,white bread,465,1
1213,meat,466,1
1214,coffee,466,1
1215,liquor,467,1
1216,domestic eggs,467,1
1217,specialty bar,468,1
1218,soda,468,1
1219,frozen vegetables,468,2
1220,grapes,469,1
1221,frozen meals,469,1
1222,flower (seeds),469,1
1223,tea,470,1
1224,yogurt,470,1
1225,shopping bags,470,1
1226,brown bread,470,1
1227,flower (seeds),471,1
1228,white wine,471,1
1229,cream cheese ,472,1
1230,specialty chocolate,472,1
1231,whole milk,473,1
1232,baking powder,473,1
1233,margarine,474,1
1234,soda,474,1
1235,tropical fruit,475,1
1236,cream cheese ,475,2
1237,yogurt,476,1
1238,softener,476,1
1239,bottled water,477,1
1240,frankfurter,477,1
1241,dessert,477,1
1242,root vegetables,477,1
1243,other vegetables,478,1
1244,semi/finished bread,478,1
1245,other vegetables,478,1
1246,rolls/buns,478,1
1247,shopping bags,478,1
1248,salty snack,478,1
1249,soda,479,1
1250,whole milk,479,1
1251,bottled beer,480,1
1252,whole milk,480,1
1253,yogurt,481,1
1254,pastry,481,1
1255,curd,482,1
1256,domestic eggs,482,1
1257,coffee,483,1
1258,shopping bags,483,2
1259,sausage,484,1
1260,rolls/buns,484,1
1261,rice,484,1
1262,pork,485,1
1263,whole milk,485,1
1264,napkins,485,1
1265,other vegetables,486,1
1266,oil,486,1
1267,pastry,487,1
1268,brown bread,487,1
1269,yogurt,487,1
1270,cream cheese ,488,1
1271,newspapers,488,1
1272,sausage,489,1
1273,shopping bags,489,1
1274,soda,489,1
1275,butter,489,1
1276,dessert,489,1
1277,soda,489,1
1278,hard cheese,490,1
1279,butter,490,1
1280,whole milk,491,1
1281,other vegetables,491,1
1282,citrus fruit,492,1
1283,flower (seeds),492,1
1284,rolls/buns,493,1
1285,fruit/vegetable juice,493,1
1286,tropical fruit,494,1
1287,butter milk,494,1
1288,brown bread,494,1
1289,tropical fruit,495,1
1290,whole milk,495,1
1291,herbs,496,1
1292,citrus fruit,496,1
1293,root vegetables,497,1
1294,butter milk,497,1
1295,instant coffee,498,1
1296,shopping bags,498,1
1297,tropical fruit,499,1
1298,other vegetables,499,2
1299,beef,500,1
1300,nut snack,501,1
1301,canned beer,501,1
1302,whole milk,502,1
1303,other vegetables,502,2
1304,sugar,502,1
1305,citrus fruit,503,1
1306,napkins,503,1
1307,whole milk,504,1
1308,root vegetables,504,1
1309,rolls/buns,505,1
1310,butter milk,505,1
1311,rolls/buns,506,1
1312,brown bread,506,1
1313,canned beer,506,1
1314,tropical fruit,507,1
1315,soft cheese,507,1
1316,tropical fruit,508,1
1317,misc. beverages,508,1
1318,pork,509,1
1319,pickled vegetables,509,1
1320,photo/film,510,1
1321,frankfurter,510,1
1322,other vegetables,510,1
1323,curd,510,1
1324,waffles,510,1
1325,pip fruit,511,1
1326,other vegetables,511,1
1327,cling film/bags,511,1
1328,rolls/buns,512,1
1329,whole milk,512,1
1330,soda,512,1
1331,tropical fruit,513,1
1332,yogurt,513,1
1333,cat food,514,1
1334,rolls/buns,514,1
1335,berries,515,1
1336,white bread,515,1
1337,rolls/buns,516,1
1338,soda,516,1
1339,chicken,517,1
1340,brown bread,517,1
1341,other vegetables,518,1
1342,napkins,518,1
1343,newspapers,519,1
1344,soups,519,1
1345,UHT/milk,520,1
1346,soda,520,1
1347,pork,521,1
1348,soda,521,1
1349,oil,522,1
1350,pickled vegetables,522,1
1351,soda,523,1
1352,whole milk,523,2
1353,sugar,523,1
1354,misc. beverages,524,1
1355,spread cheese,524,1
1356,pork,525,1
1357,domestic eggs,525,1
1358,root vegetables,526,1
1359,coffee,526,1
1360,meat,527,1
1361,whole milk,527,1
1362,canned beer,528,1
1363,fish,528,1
1364,hard cheese,529,1
1365,root vegetables,529,1
1366,white bread,529,1
1367,chicken,530,1
1368,domestic eggs,530,1
1369,white bread,530,1
1370,soda,531,1
1371,whipped/sour cream,531,1
1372,brown bread,532,1
1373,other vegetables,532,1
1374,tropical fruit,533,1
1375,root vegetables,533,1
1376,bottled beer,534,1
1377,soda,534,1
1378,bottled water,535,1
1379,shopping bags,535,1
1380,waffles,535,1
1381,whole milk,536,1
1382,bottled beer,536,1
1383,pork,537,1
1384,margarine,537,1
1385,frozen vegetables,538,1
1386,pip fruit,538,1
1387,root vegetables,538,1
1388,cereals,538,1
1389,yogurt,539,1
1390,soda,539,1
1391,yogurt,539,1
1392,other vegetables,540,1
1393,berries,540,1
1394,candy,540,1
1395,sliced cheese,540,1
1396,curd,541,1
1397,soft cheese,541,1
1398,soda,542,1
1399,whole milk,542,1
1400,frozen meals,543,1
1401,detergent,543,1
1402,specialty chocolate,544,1
1403,canned fish,544,1
1404,soda,545,1
1405,other vegetables,545,1
1406,pork,546,1
1407,tropical fruit,546,1
1408,pork,547,1
1409,yogurt,547,2
1410,sausage,548,1
1411,whole milk,548,1
1412,shopping bags,548,1
1413,white bread,548,1
1414,dog food,548,1
1415,baking powder,548,1
1416,sliced cheese,548,1
1417,soda,549,1
1418,other vegetables,549,1
1419,root vegetables,550,1
1420,soda,550,1
1421,long life bakery product,550,1
1422,soda,551,1
1423,bottled beer,551,1
1424,chicken,551,1
1425,yogurt,551,1
1426,seasonal products,552,1
1427,frozen vegetables,552,1
1428,yogurt,552,1
1429,long life bakery product,553,1
1430,rolls/buns,553,1
1431,UHT/milk,553,1
1432,bottled water,553,1
1433,other vegetables,554,1
1434,fruit/vegetable juice,554,1
1435,canned beer,555,1
1436,sugar,555,1
1437,pip fruit,556,1
1438,berries,556,1
1439,curd,557,1
1440,soft cheese,557,1
1441,berries,558,1
1442,pip fruit,558,1
1443,pastry,558,1
1444,whole milk,559,1
1445,rolls/buns,559,1
1446,pork,560,1
1447,domestic eggs,560,1
1448,soda,561,1
1449,frozen meals,561,1
1450,curd cheese,562,1
1451,soda,562,1
1452,chewing gum,563,1
1453,whole milk,563,1
1454,bottled beer,563,1
1455,ready soups,563,1
1456,whole milk,564,1
1457,grapes,564,1
1458,butter,565,1
1459,ice cream,565,1
1460,chicken,566,1
1461,cake bar,566,1
1462,frankfurter,567,1
1463,soft cheese,567,1
1464,mustard,567,1
1465,tropical fruit,568,1
1466,rolls/buns,568,1
1467,canned beer,568,1
1468,dish cleaner,568,1
1469,root vegetables,569,1
1470,other vegetables,569,1
1471,frozen vegetables,569,1
1472,female sanitary products,570,1
1473,rolls/buns,570,1
1474,citrus fruit,571,1
1475,sausage,571,1
1476,whole milk,571,1
1477,canned beer,571,1
1478,whole milk,572,1
1479,sausage,572,1
1480,pet care,572,1
1481,yogurt,572,1
1482,whole milk,573,1
1483,house keeping products,573,1
1484,frankfurter,574,1
1485,brandy,574,1
1486,berries,575,1
1487,other vegetables,575,1
1488,tropical fruit,576,1
1489,UHT/milk,576,1
1490,napkins,576,1
1491,whole milk,576,1
1492,beef,577,1
1493,curd,577,1
1494,frozen meals,577,1
1495,rolls/buns,578,1
1496,other vegetables,578,1
1497,butter,578,1
1498,root vegetables,578,1
1499,rolls/buns,578,1
1500,whole milk,579,1
1501,bottled water,579,1
1502,yogurt,580,1
1503,citrus fruit,580,1
1504,whole milk,581,1
1505,cream cheese ,581,1
1506,frozen vegetables,582,1
1507,domestic eggs,582,1
1508,citrus fruit,583,1
1509,soda,583,1
1510,citrus fruit,584,1
1511,light bulbs,584,1
1512,yogurt,585,1
1513,whole milk,585,2
1514,root vegetables,586,1
1515,butter,587,1
1516,chewing gum,587,1
1517,pip fruit,588,1
1518,tropical fruit,588,1
1519,mustard,588,1
1520,domestic eggs,589,1
1521,beef,589,1
1522,coffee,589,1
1523,bottled beer,589,1
1524,shopping bags,590,1
1525,frozen meals,590,1
1526,other vegetables,591,1
1527,yogurt,591,1
1528,whole milk,591,1
1529,spread cheese,591,1
1530,beef,592,1
1531,newspapers,592,1
1532,bottled beer,592,1
1533,misc. beverages,593,1
1534,coffee,593,1
1535,canned beer,594,1
1536,citrus fruit,594,1
1537,white bread,595,1
1538,yogurt,595,1
1539,red/blush wine,596,1
1540,salty snack,596,1
1541,canned beer,597,1
1542,berries,597,1
1543,male cosmetics,597,1
1544,fruit/vegetable juice,597,1
1545,sausage,598,1
1546,bottled water,598,1
1547,whole milk,599,1
1548,beef,599,1
1549,citrus fruit,599,1
1550,newspapers,599,1
1551,bottled water,599,1
1552,white bread,600,1
1553,frozen vegetables,600,1
1554,other vegetables,601,1
1555,sliced cheese,601,1
1556,whole milk,602,1
1557,root vegetables,602,1
1558,canned vegetables,602,1
1559,beef,603,1
1560,house keeping products,603,1
1561,frozen vegetables,604,1
1562,whole milk,604,1
1563,pork,605,1
1564,packaged fruit/vegetables,605,1
1565,chocolate,605,1
1566,curd,606,1
1567,spices,606,1
1568,bottled water,607,1
1569,tropical fruit,607,1
1570,root vegetables,608,1
1571,brown bread,608,1
1572,rolls/buns,609,1
1573,other vegetables,609,1
1574,coffee,610,1
1575,domestic eggs,610,1
1576,frankfurter,611,1
1577,frozen vegetables,611,1
1578,bottled beer,612,1
1579,whole milk,612,1
1580,UHT/milk,612,1
1581,chocolate,612,1
1582,sweet spreads,613,1
1583,herbs,613,1
1584,long life bakery product,613,1
1585,soda,614,1
1586,detergent,614,1
1587,soda,615,1
1588,margarine,615,1
1589,liquor,616,1
1590,bottled water,616,1
1591,napkins,617,1
1592,cleaner,617,1
1593,other vegetables,618,1
1594,rolls/buns,618,1
1595,napkins,619,2
1596,cake bar,620,1
1597,bottled beer,620,1
1598,waffles,621,1
1599,whole milk,621,1
1600,other vegetables,621,1
1601,white bread,621,1
1602,finished products,622,1
1603,newspapers,622,1
1604,whipped/sour cream,622,1
1605,chocolate,623,1
1606,shopping bags,623,1
1607,chicken,624,1
1608,pip fruit,624,1
1609,citrus fruit,625,1
1610,whipped/sour cream,625,1
1611,whole milk,626,1
1612,turkey,626,1
1613,pork,626,1
1614,dog food,626,1
1615,rolls/buns,626,1
1616,soda,626,1
1617,bottled water,626,2
1618,pip fruit,627,1
1619,whipped/sour cream,627,1
1620,whole milk,628,1
1621,sparkling wine,628,1
1622,whole milk,629,1
1623,canned beer,629,1
1624,soda,630,1
1625,whipped/sour cream,630,1
1626,other vegetables,631,1
1627,soda,631,1
1628,brown bread,632,1
1629,pasta,632,1
1630,bottled water,633,1
1631,onions,633,1
1632,specialty chocolate,634,1
1633,beverages,634,1
1634,specialty bar,635,1
1635,newspapers,635,1
1636,bottled beer,636,1
1637,fruit/vegetable juice,636,1
1638,rolls/buns,636,2
1639,margarine,637,1
1640,hard cheese,638,1
1641,rolls/buns,638,2
1642,soft cheese,639,1
1643,fruit/vegetable juice,639,1
1644,baking powder,640,1
1645,pickled vegetables,640,1
1646,pip fruit,641,1
1647,whipped/sour cream,641,1
1648,citrus fruit,642,1
1649,syrup,642,1
1650,root vegetables,643,1
1651,cling film/bags,643,1
1652,hamburger meat,644,1
1653,other vegetables,644,1
1654,whole milk,645,1
1655,citrus fruit,645,1
1656,shopping bags,645,1
1657,white wine,645,1
1658,soda,645,1
1659,yogurt,645,1
1660,pasta,646,1
1661,oil,646,1
1662,citrus fruit,647,1
1663,brown bread,647,1
1664,specialty chocolate,647,1
1665,bottled water,648,1
1666,yogurt,648,1
1667,beef,648,1
1668,berries,648,1
1669,chocolate,648,1
1670,butter,648,1
1671,hard cheese,649,1
1672,sugar,649,1
1673,bottled water,649,1
1674,soda,650,1
1675,whole milk,650,1
1676,tropical fruit,651,1
1677,other vegetables,651,1
1678,pastry,652,1
1679,other vegetables,652,1
1680,frozen potato products,653,1
1681,domestic eggs,653,1
1682,curd cheese,653,1
1683,whole milk,654,1
1684,tropical fruit,654,1
1685,rolls/buns,655,1
1686,canned beer,655,1
1687,brown bread,655,1
1688,dessert,655,1
1689,tropical fruit,656,1
1690,shopping bags,656,1
1691,bottled water,657,1
1692,chocolate,657,1
1693,jam,657,1
1694,other vegetables,658,1
1695,ice cream,658,1
1696,pork,658,1
1697,salt,658,1
1698,oil,659,1
1699,coffee,659,1
1700,cereals,660,1
1701,soda,660,1
1702,chicken,661,1
1703,frozen meals,661,1
1704,napkins,661,1
1705,frozen potato products,662,1
1706,whole milk,662,1
1707,citrus fruit,663,1
1708,white bread,663,1
1709,bottled beer,664,1
1710,oil,664,1
1711,whole milk,664,1
1712,dishes,664,1
1713,sausage,665,1
1714,root vegetables,665,1
1715,white bread,666,1
1716,mayonnaise,666,1
1717,ice cream,667,1
1718,hamburger meat,667,1
1719,shopping bags,667,1
1720,whole milk,667,1
1721,soft cheese,667,1
1722,candy,668,1
1723,baking powder,668,1
1724,canned fish,668,1
1725,butter,669,1
1726,mustard,669,1
1727,beef,670,1
1728,butter milk,670,1
1729,hamburger meat,671,1
1730,pip fruit,671,1
1731,rolls/buns,672,1
1732,red/blush wine,672,1
1733,sausage,673,1
1734,domestic eggs,673,1
1735,sausage,674,1
1736,bottled beer,674,1
1737,dessert,674,1
1738,butter,674,1
1739,cream cheese ,674,1
1740,other vegetables,674,1
1741,canned beer,674,1
1742,brown bread,674,1
1743,root vegetables,675,1
1744,ham,675,1
1745,butter,675,1
1746,brown bread,675,1
1747,pastry,675,1
1748,spread cheese,675,1
1749,root vegetables,676,1
1750,sweet spreads,676,1
1751,beef,677,1
1752,whole milk,677,1
1753,newspapers,677,1
1754,beef,678,1
1755,whole milk,678,1
1756,frozen meals,678,1
1757,pip fruit,679,1
1758,specialty bar,679,1
1759,chocolate,679,1
1760,frankfurter,680,1
1761,canned beer,680,1
1762,ice cream,681,1
1763,chewing gum,681,1
1764,soda,682,1
1765,butter,682,1
1766,soda,683,1
1767,detergent,683,1
1768,white bread,684,1
1769,domestic eggs,684,1
1770,other vegetables,685,1
1771,whole milk,685,1
1772,canned fruit,685,1
1773,soda,686,2
1774,citrus fruit,687,1
1775,domestic eggs,687,1
1776,other vegetables,688,1
1777,onions,688,1
1778,shopping bags,688,1
1779,butter milk,689,1
1780,cleaner,689,1
1781,bottled water,689,1
1782,whole milk,690,1
1783,rolls/buns,690,1
1784,soda,690,1
1785,other vegetables,691,1
1786,bottled beer,691,2
1787,sliced cheese,692,1
1788,tropical fruit,693,1
1789,dessert,693,1
1790,whipped/sour cream,694,1
1791,specialty chocolate,694,1
1792,root vegetables,695,2
1793,pip fruit,696,1
1794,rolls/buns,696,1
1795,soda,696,1
1796,bottled water,697,1
1797,soda,697,1
1798,hamburger meat,698,1
1799,bottled beer,698,1
1800,other vegetables,699,1
1801,meat spreads,699,1
1802,canned beer,700,1
1803,root vegetables,700,1
1804,sparkling wine,701,1
1805,waffles,701,1
1806,berries,702,1
1807,white bread,702,1
1808,hamburger meat,703,1
1809,citrus fruit,703,1
1810,specialty chocolate,703,1
1811,other vegetables,703,1
1812,butter,704,1
1813,seasonal products,704,1
1814,fruit/vegetable juice,704,1
1815,brown bread,705,1
1816,pastry,705,1
1817,citrus fruit,706,1
1818,root vegetables,706,1
1819,soda,707,1
1820,shopping bags,707,1
1821,butter,708,1
1822,coffee,708,1
1823,soda,708,1
1824,pastry,708,1
1825,whole milk,709,1
1826,bottled water,709,1
1827,honey,709,1
1828,pip fruit,710,1
1829,napkins,710,1
1830,finished products,711,1
1831,liquor,711,1
1832,butter,712,1
1833,shopping bags,712,1
1834,whole milk,713,1
1835,soft cheese,713,1
1836,domestic eggs,714,1
1837,newspapers,714,1
1838,pip fruit,715,1
1839,shopping bags,715,1
1840,mayonnaise,716,1
1841,candy,716,1
1842,rolls/buns,716,1
1843,bottled beer,716,1
1844,whole milk,717,1
1845,brown bread,717,1
1846,beef,718,1
1847,whipped/sour cream,718,1
1848,sausage,719,1
1849,chocolate,719,1
1850,pip fruit,720,1
1851,waffles,720,1
1852,root vegetables,721,1
1853,citrus fruit,721,1
1854,root vegetables,721,1
1855,misc. beverages,721,1
1856,sliced cheese,721,1
1857,packaged fruit/vegetables,721,1
1858,yogurt,721,1
1859,whipped/sour cream,721,1
1860,citrus fruit,722,1
1861,yogurt,722,1
1862,citrus fruit,723,1
1863,napkins,723,1
1864,frozen fish,724,1
1865,specialty chocolate,724,1
1866,other vegetables,725,1
1867,specialty chocolate,725,1
1868,newspapers,725,1
1869,beverages,726,1
1870,sausage,726,1
1871,sugar,727,1
1872,canned vegetables,727,1
1873,flour,727,1
1874,bottled water,727,1
1875,salty snack,727,1
1876,rolls/buns,728,1
1877,whole milk,728,1
1878,white bread,728,1
1879,popcorn,728,1
1880,grapes,729,1
1881,rolls/buns,729,1
1882,citrus fruit,730,1
1883,root vegetables,730,1
1884,candy,731,1
1885,dessert,731,1
1886,rolls/buns,731,1
1887,canned fish,731,1
1888,brown bread,732,1
1889,detergent,732,1
1890,candles,733,1
1891,whole milk,733,1
1892,misc. beverages,734,1
1893,coffee,734,2
1894,oil,735,1
1895,yogurt,736,1
1896,rolls/buns,736,1
1897,soda,737,1
1898,curd cheese,737,1
1899,root vegetables,737,1
1900,semi/finished bread,737,1
1901,yogurt,738,1
1902,roll products ,738,1
1903,softener,739,1
1904,chocolate,739,1
1905,grapes,740,1
1906,chicken,740,1
1907,bottled beer,740,1
1908,root vegetables,740,1
1909,soda,741,1
1910,beverages,741,1
1911,root vegetables,742,1
1912,yogurt,742,1
1913,rolls/buns,743,1
1914,pastry,743,1
1915,sliced cheese,744,1
1916,pip fruit,744,1
1917,whole milk,745,1
1918,waffles,745,1
1919,white bread,746,1
1920,bottled water,746,1
1921,ready soups,746,1
1922,curd,746,1
1923,yogurt,747,1
1924,whole milk,747,1
1925,yogurt,747,1
1926,chewing gum,747,1
1927,whole milk,748,1
1928,oil,748,1
1929,tropical fruit,749,1
1930,hygiene articles,749,1
1931,candles,749,1
1932,sausage,750,1
1933,cat food,750,1
1934,pastry,751,1
1935,sausage,751,1
1936,soda,751,1
1937,rolls/buns,751,1
1938,sugar,751,1
1939,soda,751,1
1940,other vegetables,751,1
1941,whole milk,751,1
1942,softener,751,1
1943,whole milk,752,1
1944,yogurt,752,1
1945,semi/finished bread,752,1
1946,frankfurter,753,1
1947,whole milk,753,1
1948,ham,754,1
1949,pickled vegetables,754,1
1950,shopping bags,754,1
1951,soft cheese,755,1
1952,bottled water,755,1
1953,tropical fruit,756,1
1954,butter milk,756,1
1955,rolls/buns,757,1
1956,frozen meals,757,1
1957,shopping bags,758,1
1958,misc. beverages,758,1
1959,pork,759,1
1960,beef,759,1
1961,yogurt,759,1
1962,sausage,760,1
1963,dessert,760,1
1964,yogurt,761,1
1965,shopping bags,761,1
1966,fruit/vegetable juice,762,1
1967,long life bakery product,762,1
1968,specialty cheese,762,1
1969,ham,763,1
1970,brown bread,763,1
1971,butter,764,1
1972,margarine,764,1
1973,finished products,765,1
1974,domestic eggs,765,1
1975,frankfurter,766,1
1976,butter,766,1
1977,specialty bar,766,1
1978,yogurt,766,1
1979,specialty bar,767,1
1980,whole milk,767,1
1981,UHT/milk,768,1
1982,other vegetables,768,1
1983,rolls/buns,769,1
1984,tropical fruit,769,1
1985,salty snack,769,1
1986,specialty bar,769,1
1987,tropical fruit,770,1
1988,salt,770,1
1989,tropical fruit,771,1
1990,cat food,771,1
1991,beef,772,1
1992,domestic eggs,772,1
1993,root vegetables,773,1
1994,other vegetables,773,1
1995,chicken,774,1
1996,beef,774,1
1997,pork,774,1
1998,beef,774,1
1999,newspapers,774,1
2000,dessert,774,1
2001,margarine,774,1
2002,brown bread,774,1
2003,newspapers,774,1
2004,domestic eggs,775,1
2005,fruit/vegetable juice,775,1
2006,citrus fruit,776,1
2007,bottled beer,776,1
2008,syrup,777,1
2009,waffles,777,1
2010,meat,778,1
2011,chicken,778,1
2012,yogurt,778,1
2013,pip fruit,778,2
2014,other vegetables,779,1
2015,semi/finished bread,779,1
2016,sliced cheese,779,1
2017,sauces,780,1
2018,yogurt,780,1
2019,grapes,781,1
2020,root vegetables,781,1
2021,shopping bags,781,1
2022,citrus fruit,782,1
2023,long life bakery product,782,1
2024,turkey,783,1
2025,onions,783,1
2026,canned beer,784,1
2027,brown bread,784,1
2028,whole milk,785,1
2029,soda,785,1
2030,root vegetables,785,1
2031,pastry,785,1
2032,specialty fat,785,1
2033,bottled water,785,1
2034,napkins,785,1
2035,tropical fruit,785,1
2036,citrus fruit,786,1
2037,grapes,786,1
2038,bottled water,786,1
2039,whole milk,787,1
2040,dog food,787,1
2041,pastry,787,1
2042,whole milk,788,1
2043,sugar,788,1
2044,pork,789,1
2045,frozen meals,789,1
2046,citrus fruit,790,2
2047,whole milk,791,1
2048,sausage,791,1
2049,yogurt,791,1
2050,whole milk,791,1
2051,butter,791,1
2052,other vegetables,792,1
2053,fruit/vegetable juice,792,1
2054,tropical fruit,793,1
2055,rolls/buns,793,1
2056,frozen fish,793,1
2057,meat,794,1
2058,cling film/bags,794,1
2059,curd,794,1
2060,tropical fruit,795,1
2061,meat,795,1
2062,whole milk,795,1
2063,candles,795,1
2064,canned beer,796,1
2065,brown bread,796,1
2066,red/blush wine,797,1
2067,instant coffee,797,1
