,Member_number,Date,itemDescription,InvoiceNum
716,1077,7/10/2014,other vegetables,277
717,1077,7/10/2014,butter,277
718,1077,12/9/2015,tropical fruit,278
719,1077,12/9/2015,soda,278
720,1077,17/07/2014,pastry,279
721,1077,17/07/2014,pasta,279
722,1077,29/09/2014,white bread,280
723,1077,29/09/2014,brown bread,280
724,1077,30/08/2014,canned beer,281
725,1077,30/08/2014,rolls/buns,281
726,1077,30/08/2014,artif. sweetener,281
727,1077,30/08/2014,soda,281
728,1077,30/12/2014,rolls/buns,282
729,1077,30/12/2014,root vegetables,282
730,1078,28/08/2014,chicken,283
731,1078,28/08/2014,soda,283
732,1078,28/10/2015,frankfurter,284
733,1078,28/10/2015,curd,284
734,1078,28/10/2015,white bread,284
735,1078,28/10/2015,rolls/buns,284
736,1078,28/10/2015,coffee,284
737,1079,7/10/2014,red/blush wine,285
738,1079,7/10/2014,bottled water,285
739,1079,7/10/2014,sweet spreads,285
740,1079,9/9/2015,rolls/buns,286
741,1079,9/9/2015,onions,286
742,1079,9/9/2015,napkins,286
743,1080,2/11/2014,canned beer,287
744,1080,2/11/2014,soda,287
745,1080,14/05/2015,root vegetables,288
746,1080,14/05/2015,frozen vegetables,288
747,1080,14/05/2015,pet care,288
748,1081,11/2/2014,beverages,289
749,1081,11/2/2014,yogurt,289
750,1081,3/5/2015,specialty bar,290
751,1081,3/5/2015,tropical fruit,290
752,1081,3/5/2015,yogurt,290
753,1081,3/5/2015,bottled beer,290
754,1081,3/5/2015,baking powder,290
755,1081,6/3/2015,other vegetables,291
756,1081,6/3/2015,frankfurter,291
757,1081,6/3/2015,newspapers,291
758,1081,6/3/2015,whole milk,291
759,1081,6/3/2015,pastry,291
760,1081,21/01/2015,tropical fruit,292
761,1081,21/01/2015,whole milk,292
762,1081,25/04/2015,coffee,293
763,1081,25/04/2015,butter milk,293
764,1082,13/05/2014,beef,294
765,1082,13/05/2014,margarine,294
766,1082,13/05/2014,other vegetables,294
767,1082,20/03/2014,bottled water,295
768,1082,20/03/2014,hygiene articles,295
769,1083,6/2/2015,pork,296
770,1083,6/2/2015,sliced cheese,296
771,1083,15/07/2014,specialty chocolate,297
772,1083,15/07/2014,soda,297
773,1083,15/07/2014,bathroom cleaner,297
774,1083,15/11/2014,hamburger meat,298
775,1083,15/11/2014,whole milk,298
776,1084,18/04/2014,pip fruit,299
777,1084,18/04/2014,other vegetables,299
778,1085,15/08/2015,root vegetables,300
779,1085,15/08/2015,citrus fruit,300
780,1085,24/04/2014,other vegetables,301
781,1085,24/04/2014,shopping bags,301
782,1085,24/04/2014,soda,301
783,1085,25/05/2014,yogurt,302
784,1085,25/05/2014,newspapers,302
785,1086,10/12/2014,ice cream,303
786,1086,10/12/2014,whipped/sour cream,303
787,1086,17/11/2015,other vegetables,304
788,1086,17/11/2015,beef,304
789,1086,17/11/2015,soda,304
790,1086,17/11/2015,curd,304
791,1086,17/11/2015,butter,304
792,1086,26/09/2014,canned beer,305
793,1086,26/09/2014,herbs,305
794,1086,26/09/2014,margarine,305
795,1086,27/07/2014,rolls/buns,306
796,1086,27/07/2014,soda,306
797,1086,28/12/2015,rolls/buns,307
798,1086,28/12/2015,citrus fruit,307
799,1087,11/12/2014,coffee,308
800,1087,11/12/2014,berries,308
801,1087,13/10/2014,ham,309
802,1087,13/10/2014,white bread,309
803,1087,14/08/2015,herbs,310
804,1087,14/08/2015,pot plants,310
805,1087,14/08/2015,cake bar,310
806,1087,16/12/2014,soda,311
807,1087,16/12/2014,flower (seeds),311
808,1087,16/12/2014,jam,311
809,1087,19/03/2015,sausage,312
810,1087,19/03/2015,pip fruit,312
811,1087,19/03/2015,chocolate,312
812,1087,19/06/2014,specialty chocolate,313
813,1087,19/06/2014,white bread,313
814,1087,20/04/2014,whole milk,314
815,1087,20/04/2014,whole milk,314
816,1087,25/07/2014,other vegetables,315
817,1087,25/07/2014,whole milk,315
818,1087,26/02/2014,sausage,316
819,1087,26/02/2014,beverages,316
820,1088,9/11/2015,whole milk,317
821,1088,9/11/2015,hard cheese,317
822,1088,14/01/2015,yogurt,318
823,1088,14/01/2015,berries,318
824,1088,30/11/2015,tropical fruit,319
825,1088,30/11/2015,meat,319
826,1088,30/11/2015,other vegetables,319
827,1088,30/11/2015,domestic eggs,319
828,1088,30/11/2015,baking powder,319
829,1089,5/12/2014,yogurt,320
830,1089,5/12/2014,sauces,320
831,1090,4/10/2015,beef,321
832,1090,4/10/2015,yogurt,321
833,1090,21/10/2015,ice cream,322
834,1090,21/10/2015,whole milk,322
835,1090,31/08/2015,sausage,323
836,1090,31/08/2015,whisky,323
837,1090,31/08/2015,specialty chocolate,323
838,1090,31/08/2015,dishes,323
839,1090,31/08/2015,yogurt,323
840,1090,31/08/2015,napkins,323
841,1090,31/08/2015,detergent,323
842,1090,31/08/2015,pastry,323
843,1092,10/12/2014,yogurt,324
844,1092,10/12/2014,newspapers,324
845,1092,3/7/2015,photo/film,325
846,1092,3/7/2015,shopping bags,325
847,1092,9/10/2015,frankfurter,326
848,1092,9/10/2015,other vegetables,326
849,1092,9/10/2015,bottled beer,326
850,1092,16/05/2015,root vegetables,327
851,1092,16/05/2015,soda,327
852,1092,16/05/2015,specialty bar,327
853,1092,16/05/2015,other vegetables,327
854,1092,16/05/2015,frozen vegetables,327
855,1092,27/07/2015,rolls/buns,328
856,1092,27/07/2015,grapes,328
857,1092,27/07/2015,bottled beer,328
858,1092,27/07/2015,sausage,328
859,1092,27/07/2015,salty snack,328
860,1092,27/07/2015,Instant food products,328
861,1092,27/07/2015,domestic eggs,328
862,1092,27/07/2015,bottled water,328
863,1093,28/03/2015,dessert,329
864,1093,28/03/2015,domestic eggs,329
865,1094,11/3/2014,whole milk,330
866,1094,11/3/2014,brown bread,330
867,1094,11/12/2014,hamburger meat,331
868,1094,11/12/2014,detergent,331
869,1094,11/12/2014,flour,331
870,1094,7/1/2015,sausage,332
871,1094,7/1/2015,tropical fruit,332
872,1094,7/1/2015,misc. beverages,332
873,1094,7/1/2015,root vegetables,332
874,1094,8/9/2015,sausage,333
875,1094,8/9/2015,whole milk,333
876,1094,16/05/2015,tropical fruit,334
877,1094,16/05/2015,soda,334
878,1094,18/08/2014,newspapers,335
879,1094,18/08/2014,salty snack,335
880,1094,24/07/2014,pasta,336
881,1094,24/07/2014,whole milk,336
882,1094,24/07/2014,waffles,336
883,1094,26/08/2014,chocolate marshmallow,337
884,1094,26/08/2014,other vegetables,337
885,1095,6/8/2014,pickled vegetables,338
886,1095,6/8/2014,flour,338
887,1095,25/03/2014,yogurt,339
888,1095,25/03/2014,shopping bags,339
889,1095,30/10/2015,packaged fruit/vegetables,340
890,1095,30/10/2015,bottled water,340
891,1095,30/10/2015,pork,340
892,1095,30/10/2015,domestic eggs,340
893,1096,28/07/2015,pip fruit,341
894,1096,28/07/2015,fruit/vegetable juice,341
895,1097,3/5/2014,shopping bags,342
896,1097,3/5/2014,root vegetables,342
897,1097,12/10/2014,whipped/sour cream,343
898,1097,12/10/2014,curd,343
899,1097,12/10/2014,shopping bags,343
900,1097,1/11/2015,tropical fruit,344
901,1097,1/11/2015,whole milk,344
902,1097,1/11/2015,soda,344
903,1097,1/11/2015,curd,344
904,1097,16/04/2014,sausage,345
905,1097,16/04/2014,whole milk,345
906,1097,16/04/2014,cake bar,345
907,1097,25/09/2015,frankfurter,346
908,1097,25/09/2015,whipped/sour cream,346
909,1097,25/09/2015,bottled water,346
910,1097,26/11/2014,hard cheese,347
911,1097,26/11/2014,whole milk,347
912,1098,5/8/2015,tropical fruit,348
913,1098,5/8/2015,citrus fruit,348
914,1098,5/8/2015,yogurt,348
915,1098,5/8/2015,frankfurter,348
916,1098,5/8/2015,specialty chocolate,348
917,1098,5/8/2015,hard cheese,348
918,1098,5/8/2015,whole milk,348
919,1098,5/8/2015,canned beer,348
920,1098,7/5/2015,canned beer,349
921,1098,7/5/2015,napkins,349
922,1098,7/5/2015,rolls/buns,349
923,1098,12/11/2015,grapes,350
924,1098,12/11/2015,other vegetables,350
925,1098,19/01/2015,rolls/buns,351
926,1098,19/01/2015,shopping bags,351
927,1098,19/01/2015,cat food,351
928,1098,19/07/2014,tropical fruit,352
929,1098,19/07/2014,candy,352
930,1098,25/02/2014,citrus fruit,353
931,1098,25/02/2014,dessert,353
932,1098,27/09/2015,root vegetables,354
933,1098,27/09/2015,frozen vegetables,354
934,1098,27/09/2015,bottled water,354
935,1098,27/09/2015,cat food,354
936,1099,13/08/2015,spread cheese,355
937,1099,13/08/2015,pork,355
938,1099,18/07/2014,pip fruit,356
939,1099,18/07/2014,brown bread,356
940,1099,29/08/2014,root vegetables,357
941,1099,29/08/2014,instant coffee,357
942,1100,12/3/2015,soda,358
943,1100,12/3/2015,hygiene articles,358
944,1100,12/3/2015,grapes,358
945,1100,12/3/2015,pudding powder,358
946,1100,12/3/2015,butter milk,358
947,1100,12/3/2015,butter,358
948,1100,18/12/2014,whole milk,359
949,1100,18/12/2014,yogurt,359
950,1100,20/02/2014,hamburger meat,360
951,1100,20/02/2014,pasta,360
952,1101,7/9/2014,whole milk,361
953,1101,7/9/2014,processed cheese,361
954,1101,25/12/2014,brown bread,362
955,1101,25/12/2014,sparkling wine,362
956,1101,28/12/2014,rolls/buns,363
957,1101,28/12/2014,other vegetables,363
958,1101,28/12/2014,whipped/sour cream,363
959,1102,13/04/2014,candy,364
960,1102,13/04/2014,white wine,364
961,1102,14/02/2014,root vegetables,365
962,1102,14/02/2014,frozen vegetables,365
963,1102,27/06/2015,other vegetables,366
964,1102,27/06/2015,white bread,366
965,1102,27/06/2015,detergent,366
966,1102,30/09/2014,yogurt,367
967,1102,30/09/2014,beverages,367
968,1102,30/09/2014,brown bread,367
969,1103,12/7/2014,ice cream,368
970,1103,12/7/2014,herbs,368
971,1103,22/11/2014,cream,369
972,1103,22/11/2014,yogurt,369
973,1103,25/05/2014,chicken,370
974,1103,25/05/2014,pastry,370
975,1103,25/05/2014,candles,370
976,1103,28/07/2014,waffles,371
977,1103,28/07/2014,hygiene articles,371
978,1103,28/07/2014,tea,371
979,1104,9/5/2014,yogurt,372
980,1104,9/5/2014,root vegetables,372
981,1104,4/1/2015,yogurt,373
982,1104,4/1/2015,other vegetables,373
983,1104,4/1/2015,rolls/buns,373
984,1104,4/1/2015,herbs,373
985,1104,18/03/2015,domestic eggs,374
986,1104,18/03/2015,yogurt,374
987,1104,27/10/2015,pork,375
988,1104,27/10/2015,whole milk,375
989,1105,14/06/2014,other vegetables,376
990,1105,14/06/2014,white bread,376
991,1105,22/05/2015,bottled water,377
992,1105,22/05/2015,yogurt,377
993,1105,22/05/2015,tropical fruit,377
994,1105,22/05/2015,whole milk,377
995,1107,1/10/2015,citrus fruit,378
996,1107,1/10/2015,misc. beverages,378
997,1107,3/1/2015,liver loaf,379
998,1107,3/1/2015,chicken,379
999,1107,3/1/2015,rolls/buns,379
1000,1107,3/1/2015,spread cheese,379
1001,1107,3/1/2015,shopping bags,379
1002,1107,6/5/2015,citrus fruit,380
1003,1107,6/5/2015,misc. beverages,380
1004,1107,13/08/2014,whole milk,381
1005,1107,13/08/2014,pastry,381
1006,1107,14/06/2014,onions,382
1007,1107,14/06/2014,newspapers,382
1008,1107,15/05/2014,beef,383
1009,1107,15/05/2014,specialty fat,383
1010,1107,15/05/2014,newspapers,383
1011,1107,22/07/2014,rolls/buns,384
1012,1107,22/07/2014,semi/finished bread,384
1013,1107,26/09/2014,shopping bags,385
1014,1107,26/09/2014,rolls/buns,385
1015,1108,22/05/2014,pastry,386
1016,1108,22/05/2014,canned beer,386
1017,1108,22/05/2014,whipped/sour cream,386
1018,1108,22/05/2014,grapes,386
1019,1108,22/08/2014,salty snack,387
1020,1108,22/08/2014,pastry,387
1021,1108,22/08/2014,oil,387
1022,1108,25/06/2014,frozen potato products,388
1023,1108,25/06/2014,specialty cheese,388
1024,1108,30/07/2015,brown bread,389
1025,1108,30/07/2015,whole milk,389
1026,1108,30/07/2015,shopping bags,389
1027,1109,6/4/2015,citrus fruit,390
1028,1109,6/4/2015,frozen vegetables,390
1029,1109,6/4/2015,margarine,390
1030,1109,14/10/2014,curd,391
1031,1109,14/10/2014,sugar,391
1032,1109,19/06/2014,chocolate,392
1033,1109,19/06/2014,whole milk,392
1034,1109,22/11/2014,pip fruit,393
1035,1109,22/11/2014,salty snack,393
1036,1109,22/11/2014,pastry,393
1037,1109,31/10/2014,pip fruit,394
1038,1109,31/10/2014,margarine,394
1039,1110,11/12/2014,soda,395
1040,1110,11/12/2014,salty snack,395
1041,1110,9/9/2015,ham,396
1042,1110,9/9/2015,yogurt,396
1043,1110,13/10/2014,bottled water,397
1044,1110,13/10/2014,chocolate,397
1045,1110,15/11/2015,pastry,398
1046,1110,15/11/2015,baking powder,398
1047,1110,15/11/2015,butter,398
1048,1110,15/11/2015,margarine,398
1049,1110,15/11/2015,curd,398
1050,1110,15/11/2015,dishes,398
1051,1110,20/11/2015,whole milk,399
1052,1110,20/11/2015,soda,399
1053,1110,22/09/2014,pickled vegetables,400
1054,1110,22/09/2014,liquor,400
1055,1110,30/05/2014,margarine,401
1056,1110,30/05/2014,yogurt,401
1057,1111,3/3/2014,whole milk,402
1058,1111,3/3/2014,frozen vegetables,402
1059,1111,3/3/2014,soda,402
1060,1111,3/3/2014,UHT/milk,402
1061,1111,7/5/2014,other vegetables,403
1062,1111,7/5/2014,whipped/sour cream,403
1063,1111,20/11/2015,beef,404
1064,1111,20/11/2015,semi/finished bread,404
1065,1111,24/10/2014,bottled water,405
1066,1111,24/10/2014,flour,405
1067,1111,24/10/2014,sugar,405
1068,1112,9/4/2015,dish cleaner,406
1069,1112,9/4/2015,ice cream,406
1070,1112,9/4/2015,jam,406
1071,1112,9/4/2015,newspapers,406
1072,1113,2/2/2014,curd,407
1073,1113,2/2/2014,canned beer,407
1074,1113,7/1/2014,whole milk,408
1075,1113,7/1/2014,yogurt,408
1076,1113,7/1/2014,newspapers,408
1077,1113,5/8/2015,bottled beer,409
1078,1113,5/8/2015,specialty bar,409
1079,1113,5/8/2015,baking powder,409
1080,1113,29/03/2015,pork,410
1081,1113,29/03/2015,pudding powder,410
1082,1113,29/03/2015,domestic eggs,410
1083,1114,4/9/2014,root vegetables,411
1084,1114,4/9/2014,shopping bags,411
1085,1114,10/7/2015,misc. beverages,412
1086,1114,10/7/2015,UHT/milk,412
1087,1114,10/7/2015,white bread,412
1088,1114,12/3/2015,dog food,413
1089,1114,12/3/2015,sausage,413
1090,1114,12/3/2015,dessert,413
1091,1114,12/3/2015,shopping bags,413
1092,1114,14/12/2014,root vegetables,414
1093,1114,14/12/2014,citrus fruit,414
1094,1114,25/04/2014,chocolate,415
1095,1114,25/04/2014,brown bread,415
1096,1114,25/04/2014,salty snack,415
1097,1114,26/04/2015,chicken,416
1098,1114,26/04/2015,shopping bags,416
1099,1115,3/8/2014,other vegetables,417
1100,1115,3/8/2014,butter,417
1101,1115,15/09/2014,whipped/sour cream,418
1102,1115,15/09/2014,yogurt,418
1103,1115,22/01/2015,other vegetables,419
1104,1115,22/01/2015,yogurt,419
1105,1115,31/07/2014,turkey,420
1106,1115,31/07/2014,root vegetables,420
1107,1116,6/3/2014,other vegetables,421
1108,1116,6/3/2014,napkins,421
1109,1116,11/8/2014,other vegetables,422
1110,1116,11/8/2014,zwieback,422
1111,1116,8/10/2015,newspapers,423
1112,1116,8/10/2015,white bread,423
1113,1116,8/10/2015,rolls/buns,423
1114,1116,8/10/2015,beverages,423
1115,1116,22/06/2014,brown bread,424
1116,1116,22/06/2014,butter milk,424
1117,1116,22/06/2014,canned vegetables,424
1118,1116,22/06/2014,soda,424
1119,1116,23/07/2015,chicken,425
1120,1116,23/07/2015,bottled water,425
1121,1116,27/09/2014,brown bread,426
1122,1116,27/09/2014,soda,426
1123,1116,29/01/2015,other vegetables,427
1124,1116,29/01/2015,cream cheese ,427
1125,1116,29/01/2015,liquor,427
1126,1116,29/01/2015,root vegetables,427
1127,1116,29/01/2015,newspapers,427
1128,1116,29/01/2015,hard cheese,427
1129,1116,29/11/2015,frankfurter,428
1130,1116,29/11/2015,rolls/buns,428
1131,1117,24/05/2015,meat,429
1132,1117,24/05/2015,whole milk,429
1133,1117,24/05/2015,whipped/sour cream,429
1134,1118,2/3/2014,bottled beer,430
1135,1118,2/3/2014,frozen vegetables,430
1136,1118,2/3/2014,sliced cheese,430
1137,1118,7/11/2014,pip fruit,431
1138,1118,7/11/2014,processed cheese,431
1139,1118,7/11/2014,canned beer,431
1140,1118,9/12/2014,berries,432
1141,1118,9/12/2014,condensed milk,432
1142,1118,13/05/2015,house keeping products,433
1143,1118,13/05/2015,rolls/buns,433
1144,1118,13/05/2015,pickled vegetables,433
1145,1118,13/05/2015,curd,433
1146,1118,25/12/2015,whole milk,434
1147,1118,25/12/2015,hair spray,434
1148,1118,25/12/2015,butter,434
1149,1118,25/12/2015,pastry,434
1150,1118,27/07/2015,ham,435
1151,1118,27/07/2015,yogurt,435
1152,1119,4/2/2015,grapes,436
1153,1119,4/2/2015,whole milk,436
1154,1120,8/6/2015,meat,437
1155,1120,8/6/2015,other vegetables,437
1156,1120,11/6/2015,other vegetables,438
1157,1120,11/6/2015,specialty bar,438
1158,1120,14/01/2015,soda,439
1159,1120,14/01/2015,UHT/milk,439
1160,1120,14/01/2015,newspapers,439
1161,1120,14/01/2015,white bread,439
1162,1120,14/07/2015,citrus fruit,440
1163,1120,14/07/2015,brown bread,440
1164,1120,21/08/2014,tropical fruit,441
1165,1120,21/08/2014,sugar,441
1166,1120,26/09/2015,pastry,442
1167,1120,26/09/2015,condensed milk,442
1168,1120,26/09/2015,rice,442
1169,1120,26/09/2015,tropical fruit,442
1170,1120,26/09/2015,chocolate marshmallow,442
1171,1121,15/03/2014,coffee,443
1172,1121,15/03/2014,shopping bags,443
1173,1122,21/12/2015,bottled water,444
1174,1122,21/12/2015,citrus fruit,444
1175,1122,25/06/2015,root vegetables,445
1176,1122,25/06/2015,frozen vegetables,445
1177,1122,25/09/2014,chicken,446
1178,1122,25/09/2014,dishes,446
1179,1123,9/8/2014,rolls/buns,447
1180,1123,9/8/2014,oil,447
1181,1123,9/8/2014,yogurt,447
1182,1123,12/11/2015,pork,448
1183,1123,12/11/2015,soda,448
1184,1123,12/11/2015,canned vegetables,448
1185,1123,28/12/2014,pip fruit,449
1186,1123,28/12/2014,whole milk,449
1187,1123,31/01/2015,frozen vegetables,450
1188,1123,31/01/2015,rolls/buns,450
1189,1123,31/01/2015,cling film/bags,450
1190,1124,5/3/2014,bottled beer,451
1191,1124,5/3/2014,hygiene articles,451
1192,1124,23/08/2014,yogurt,452
1193,1124,23/08/2014,soda,452
1194,1125,9/12/2014,rolls/buns,453
1195,1125,9/12/2014,margarine,453
1196,1125,12/5/2015,condensed milk,454
1197,1125,12/5/2015,shopping bags,454
1198,1125,19/11/2015,popcorn,455
1199,1125,19/11/2015,citrus fruit,455
1200,1125,27/08/2015,sausage,456
1201,1125,27/08/2015,pastry,456
1202,1125,30/05/2014,root vegetables,457
1203,1125,30/05/2014,margarine,457
1204,1125,30/05/2014,rolls/buns,457
1205,1126,2/11/2014,rolls/buns,458
1206,1126,2/11/2014,whipped/sour cream,458
1207,1126,17/05/2015,newspapers,459
1208,1126,17/05/2015,pork,459
1209,1126,17/05/2015,root vegetables,459
1210,1126,17/05/2015,napkins,459
1211,1126,29/04/2015,misc. beverages,460
1212,1126,29/04/2015,whole milk,460
1213,1126,29/04/2015,long life bakery product,460
1214,1127,5/4/2014,citrus fruit,461
1215,1127,5/4/2014,soda,461
1216,1127,6/2/2014,soda,462
1217,1127,6/2/2014,roll products ,462
1218,1127,14/01/2015,frankfurter,463
1219,1127,14/01/2015,rolls/buns,463
1220,1127,14/01/2015,shopping bags,463
1221,1127,14/01/2015,margarine,463
1222,1127,15/10/2015,other vegetables,464
1223,1127,15/10/2015,butter,464
1224,1127,15/10/2015,pastry,464
1225,1127,15/10/2015,UHT/milk,464
1226,1128,10/5/2014,frankfurter,465
1227,1128,10/5/2014,white bread,465
1228,1128,5/7/2015,meat,466
1229,1128,5/7/2015,coffee,466
1230,1128,26/04/2014,liquor,467
1231,1128,26/04/2014,domestic eggs,467
1232,1128,27/03/2014,specialty bar,468
1233,1128,27/03/2014,soda,468
1234,1128,27/03/2014,frozen vegetables,468
1235,1128,27/03/2014,frozen vegetables,468
1236,1129,10/9/2014,grapes,469
1237,1129,10/9/2014,frozen meals,469
1238,1129,10/9/2014,flower (seeds),469
1239,1129,14/11/2014,tea,470
1240,1129,14/11/2014,yogurt,470
1241,1129,14/11/2014,shopping bags,470
1242,1129,14/11/2014,brown bread,470
1243,1129,18/04/2014,flower (seeds),471
1244,1129,18/04/2014,white wine,471
1245,1129,21/12/2014,cream cheese ,472
1246,1129,21/12/2014,specialty chocolate,472
1247,1129,25/01/2014,whole milk,473
1248,1129,25/01/2014,baking powder,473
1249,1130,1/11/2014,margarine,474
1250,1130,1/11/2014,soda,474
1251,1130,15/01/2015,tropical fruit,475
1252,1130,15/01/2015,cream cheese ,475
1253,1130,15/01/2015,cream cheese ,475
1254,1130,18/08/2014,yogurt,476
1255,1130,18/08/2014,softener,476
1256,1130,18/09/2015,bottled water,477
1257,1130,18/09/2015,frankfurter,477
1258,1130,18/09/2015,dessert,477
1259,1130,18/09/2015,root vegetables,477
1260,1132,19/02/2015,other vegetables,478
1261,1132,19/02/2015,semi/finished bread,478
1262,1132,19/02/2015,other vegetables,478
1263,1132,19/02/2015,rolls/buns,478
1264,1132,19/02/2015,shopping bags,478
1265,1132,19/02/2015,salty snack,478
1266,1132,22/09/2015,soda,479
1267,1132,22/09/2015,whole milk,479
1268,1132,22/11/2014,bottled beer,480
1269,1132,22/11/2014,whole milk,480
1270,1133,3/8/2014,yogurt,481
1271,1133,3/8/2014,pastry,481
1272,1133,3/8/2015,curd,482
1273,1133,3/8/2015,domestic eggs,482
1274,1133,21/03/2014,coffee,483
1275,1133,21/03/2014,shopping bags,483
1276,1133,21/03/2014,shopping bags,483
1277,1133,26/02/2015,sausage,484
1278,1133,26/02/2015,rolls/buns,484
1279,1133,26/02/2015,rice,484
1280,1133,26/03/2015,pork,485
1281,1133,26/03/2015,whole milk,485
1282,1133,26/03/2015,napkins,485
1283,1134,4/12/2014,other vegetables,486
1284,1134,4/12/2014,oil,486
1285,1134,11/5/2014,pastry,487
1286,1134,11/5/2014,brown bread,487
1287,1134,11/5/2014,yogurt,487
1288,1134,18/02/2014,cream cheese ,488
1289,1134,18/02/2014,newspapers,488
1290,1135,10/7/2015,sausage,489
